loan_id,book_id,user_id,loan_date,return_date
39,164,579,2021-03-07 08:11:19.260118,2021-03-17 02:30:43.237843
40,426,369,2017-07-19 09:14:21.173125,2017-07-29 13:35:38.222776
41,780,210,2015-09-06 13:00:20.325630,2015-09-16 18:09:55.722642
42,991,999,2021-07-23 14:49:17.051256,2021-07-29 06:27:51.966945
43,955,296,2018-08-23 22:22:58.114488,2018-09-05 14:30:38.247194
44,201,541,2021-09-18 16:41:39.346557,2021-10-02 01:45:48.922069
45,373,40,2021-12-13 15:16:16.204582,2021-12-21 03:11:03.064699
46,985,93,2016-05-28 02:23:47.324942,2016-05-29 22:58:52.500200
47,688,646,2016-05-01 22:33:18.342306,2016-05-06 02:16:32.273782
48,140,262,2019-07-05 23:41:57.209026,2019-07-11 05:56:31.604013
49,517,773,2017-11-11 23:26:17.963872,2017-11-14 10:00:39.223777
50,638,226,2019-03-29 18:54:38.521450,2019-04-03 23:08:13.919252
51,877,595,2018-12-01 05:53:10.827031,2018-12-07 11:25:55.083380
52,400,544,2022-02-19 04:36:47.026200,2022-02-20 13:06:13.127866
53,246,659,2019-05-04 13:05:14.428889,2019-05-12 03:46:03.897495
54,899,420,2023-09-13 05:21:44.999301,2023-09-23 05:48:25.182684
55,777,301,2019-04-04 16:59:10.325560,2019-04-09 16:05:31.293274
56,335,13,2022-01-23 17:30:27.925261,2022-02-05 09:27:17.980233
57,684,841,2019-04-10 07:08:48.396402,2019-04-12 22:46:01.583578
58,71,38,2017-12-26 03:17:50.627612,2018-01-06 21:22:31.082616
59,318,856,2020-10-24 14:53:47.472231,2020-11-07 15:49:52.403922
60,883,645,2020-09-27 02:23:46.075315,2020-10-06 07:38:37.938633
61,491,848,2023-10-27 14:30:17.312620,2023-10-29 08:40:03.753649
62,881,963,2023-05-23 04:07:16.119473,2023-05-26 01:48:14.114936
63,876,806,2019-04-17 10:54:30.795946,2019-04-28 07:29:47.341635
64,435,119,2020-05-25 07:10:58.518277,2020-05-31 11:07:27.961372
65,932,986,2019-10-07 09:13:57.790801,2019-10-12 09:02:04.215239
66,277,10,2018-04-29 22:29:26.196394,2018-05-07 01:05:05.253433
67,906,679,2022-03-10 02:07:27.586996,2022-03-24 18:18:09.352563
68,515,678,2022-03-01 23:36:13.913156,2022-03-05 11:06:34.610725
69,520,862,2020-01-01 01:42:42.680045,2020-01-07 04:08:42.574528
70,23,434,2022-11-23 14:48:03.041025,2022-12-07 02:38:53.811688
71,107,318,2018-05-12 00:42:15.255926,2018-05-19 13:49:16.656151
72,344,365,2023-09-04 13:08:58.994846,2023-09-16 19:59:24.276231
73,622,830,2021-06-01 16:56:34.297479,2021-06-12 09:18:03.011938
74,73,446,2021-08-21 01:43:51.224597,2021-08-24 17:07:03.285948
75,555,24,2020-06-22 19:08:49.437944,2020-07-05 20:24:42.111036
76,974,647,2016-07-20 05:37:21.034116,2016-07-21 20:39:20.695988
77,436,90,2019-02-10 18:02:00.868071,2019-02-15 07:12:30.752815
78,426,234,2019-03-15 02:08:27.826106,2019-03-19 14:37:31.687538
79,835,494,2018-09-21 00:15:59.658558,2018-10-02 13:45:03.155632
80,428,544,2018-02-13 10:00:07.308045,2018-02-22 19:42:38.607478
81,626,840,2020-12-16 03:04:58.446614,2020-12-29 04:42:31.900724
82,633,117,2019-03-20 01:22:53.385712,2019-03-29 02:35:31.561061
83,830,279,2022-10-23 05:49:47.049128,2022-10-25 02:06:00.056517
84,732,533,2023-02-03 14:33:31.272731,2023-02-13 20:47:12.009121
85,244,403,2015-05-07 12:06:18.685766,2015-05-12 13:39:16.373800
86,797,804,2017-07-23 12:03:56.908645,2017-08-02 14:01:18.744661
87,911,768,2023-06-20 04:46:19.461478,2023-06-27 17:59:59.672295
88,178,529,2023-02-09 04:48:59.195746,2023-02-11 16:01:16.446036
89,476,987,2015-08-31 02:59:07.971365,2015-09-12 11:51:41.406506
90,255,394,2018-03-23 23:08:41.019544,2018-04-02 02:59:46.458961
91,936,982,2021-02-21 04:41:05.745815,2021-03-03 22:47:36.853679
92,415,367,2018-10-15 00:55:00.008106,2018-10-16 04:39:22.960113
93,664,433,2022-12-24 15:50:18.174579,2023-01-02 04:09:33.574344
94,757,218,2015-12-21 20:39:15.202876,2015-12-26 07:49:00.477639
95,356,718,2018-11-01 03:29:08.766403,2018-11-12 17:11:01.897471
96,464,41,2019-01-12 00:12:50.570224,2019-01-21 07:33:57.696784
97,197,832,2022-05-23 22:23:43.821294,2022-06-05 21:55:29.714917
98,398,51,2016-07-30 08:51:31.351840,2016-08-11 04:47:12.689072
99,631,982,2019-05-07 20:40:04.257166,2019-05-20 18:13:20.913177
100,948,885,2015-05-22 05:54:00.769412,2015-05-29 17:07:35.378145
101,197,521,2020-01-28 10:06:57.192617,2020-02-06 05:09:32.596806
102,937,48,2016-09-27 20:18:12.137985,2016-10-03 23:43:25.244935
103,858,212,2021-06-22 04:49:24.592181,2021-06-24 17:21:41.471382
104,634,806,2020-07-26 03:57:41.432543,2020-08-01 16:49:18.628397
105,78,676,2020-07-04 15:54:07.709934,2020-07-12 22:38:08.331582
106,744,639,2018-08-08 06:17:00.110743,2018-08-18 19:42:04.120312
107,953,336,2015-10-01 18:01:27.599833,2015-10-05 15:38:16.358728
108,417,443,2021-08-01 15:07:00.759933,2021-08-14 23:58:23.207371
109,498,550,2017-04-18 08:50:31.859270,2017-05-01 14:56:47.056544
110,135,325,2021-12-16 15:34:19.481019,2021-12-19 07:40:24.447669
111,939,15,2017-02-17 11:44:26.469054,2017-02-22 17:31:12.624670
112,366,420,2019-06-11 02:36:37.650991,2019-06-24 12:48:53.228270
113,777,575,2022-01-28 03:53:21.894824,2022-02-08 07:40:55.279351
114,562,436,2018-11-15 23:06:07.035017,2018-11-23 07:34:15.117985
115,358,460,2018-08-17 06:03:17.267110,2018-08-20 17:37:46.737087
116,665,157,2021-08-01 00:54:22.511347,2021-08-13 14:03:21.269842
117,451,740,2015-09-27 16:29:34.517388,2015-10-11 15:57:15.667339
118,73,279,2023-08-07 04:53:03.409178,2023-08-14 15:10:32.866491
119,40,491,2023-11-11 19:39:04.075016,2023-11-15 22:17:41.896963
120,419,382,2016-01-08 20:34:53.281240,2016-01-12 00:17:09.788954
121,658,606,2023-07-30 21:41:07.229120,2023-08-09 02:03:50.457926
122,477,908,2016-12-23 20:38:33.299449,2016-12-29 22:14:15.888357
123,752,340,2022-10-01 18:47:47.950300,2022-10-08 12:56:13.093442
124,318,7,2020-04-05 11:08:31.659343,2020-04-08 22:34:52.764322
125,849,682,2023-08-20 01:44:49.732996,2023-08-26 03:12:09.059681
126,333,577,2019-06-06 10:22:42.882714,2019-06-16 05:40:08.303417
127,292,690,2019-01-03 13:23:16.517494,2019-01-06 17:27:01.653838
128,419,312,2020-05-24 15:12:33.843489,2020-05-27 11:09:57.195469
129,979,277,2015-04-19 11:45:16.772113,2015-04-26 12:51:20.833377
130,715,378,2017-12-22 17:42:57.239912,2018-01-02 15:28:35.396758
131,395,892,2021-09-13 16:57:44.518460,2021-09-26 05:03:38.483206
132,915,345,2019-05-11 07:18:32.659503,2019-05-23 04:35:04.026355
133,393,345,2019-03-04 08:22:36.250798,2019-03-17 12:14:03.492703
134,157,200,2023-08-22 08:00:51.702767,2023-09-04 03:20:25.288972
135,527,342,2021-03-19 22:06:42.894780,2021-03-28 18:54:03.197595
136,948,988,2016-06-29 23:09:34.324659,2016-07-03 21:46:56.377222
137,590,843,2023-11-02 16:29:24.753112,2023-11-05 09:03:47.465715
138,890,45,2018-09-28 01:00:08.969383,2018-10-02 00:54:19.734549
139,667,520,2015-10-28 13:15:44.310708,2015-11-02 23:07:56.198022
140,680,112,2022-11-27 12:53:27.621281,2022-12-01 04:20:12.693605
141,74,856,2015-09-29 17:23:56.873794,2015-10-10 23:36:17.215246
142,182,128,2020-07-13 01:48:52.365187,2020-07-17 16:51:53.143903
143,920,687,2019-12-30 09:27:29.636125,2020-01-04 00:25:43.656245
144,891,892,2017-09-23 22:26:50.805734,2017-10-02 21:54:39.322617
145,243,721,2015-02-25 22:03:43.266497,2015-02-28 05:41:57.474202
146,691,896,2017-11-06 12:46:54.516871,2017-11-08 19:43:51.262924
147,566,221,2022-10-10 19:26:56.763606,2022-10-14 18:28:59.938491
148,9,638,2016-10-30 08:17:19.123989,2016-11-07 19:21:39.485624
149,368,333,2019-05-04 03:46:42.574308,2019-05-10 05:17:18.274094
150,330,907,2015-05-26 18:06:47.305819,2015-05-27 15:34:30.343354
151,748,7,2020-11-03 18:37:30.944469,2020-11-04 21:07:18.897799
152,70,735,2023-10-04 02:10:03.413670,2023-10-09 14:14:59.547736
153,932,778,2020-04-29 10:49:37.507002,2020-05-04 22:35:18.161958
154,562,429,2017-04-24 04:16:17.940078,2017-04-28 13:21:03.193683
155,733,480,2018-06-24 03:22:56.871538,2018-06-30 19:13:30.632371
156,5,641,2016-09-20 03:45:33.825008,2016-09-28 21:52:48.502751
157,362,122,2017-11-10 10:39:14.717931,2017-11-22 17:06:54.532247
158,72,800,2017-05-29 21:40:41.519583,2017-05-30 08:42:05.448805
159,814,703,2022-11-22 08:52:03.596931,2022-11-23 15:34:12.249919
160,173,289,2018-11-29 06:39:03.639751,2018-12-12 15:19:43.617710
161,292,924,2021-09-14 17:53:59.429920,2021-09-23 15:01:51.032735
162,833,655,2017-05-04 06:41:40.247389,2017-05-10 08:59:00.349075
163,879,283,2017-11-22 18:15:24.398208,2017-11-24 10:45:39.068077
164,203,697,2018-10-13 08:19:25.225673,2018-10-14 17:17:35.619629
165,258,926,2015-12-13 03:22:55.582358,2015-12-16 14:17:10.493571
166,707,418,2018-05-09 04:03:53.636232,2018-05-16 23:36:21.209144
167,416,930,2017-09-24 02:34:45.002525,2017-10-04 18:29:54.875901
168,518,3,2018-05-02 03:41:53.626952,2018-05-16 18:51:00.243033
169,350,889,2016-10-02 19:33:31.351684,2016-10-08 02:01:00.084707
170,859,442,2018-01-14 16:24:59.142567,2018-01-25 13:14:51.515792
171,399,851,2022-04-11 16:50:59.853842,2022-04-18 00:09:04.718177
172,371,535,2023-07-02 08:14:31.720254,2023-07-03 06:02:28.542283
173,446,216,2017-07-23 04:07:03.939523,2017-07-25 07:38:55.704058
174,949,486,2022-08-24 18:04:11.421233,2022-08-29 11:49:23.134256
175,905,682,2016-02-03 08:27:21.852535,2016-02-05 22:29:01.288917
176,623,194,2016-04-19 04:52:49.923630,2016-04-22 02:49:42.346311
177,907,923,2023-05-28 03:31:22.089539,2023-06-01 23:23:11.509468
178,991,897,2022-11-17 18:54:04.824066,2022-11-26 08:49:38.615902
179,643,557,2017-07-21 12:24:16.213717,2017-07-29 09:48:37.573459
180,703,558,2016-10-12 05:08:03.731910,2016-10-25 20:57:40.618450
181,379,750,2016-08-13 10:15:49.036273,2016-08-19 03:23:56.353184
182,346,252,2017-09-27 15:22:44.615176,2017-10-09 16:19:04.091965
183,702,114,2015-01-03 05:49:15.020709,2015-01-14 09:29:34.453416
184,156,118,2016-10-22 19:53:59.470332,2016-10-26 02:03:05.467430
185,721,6,2019-06-09 10:08:45.907691,2019-06-23 20:34:58.664689
186,130,749,2022-01-09 21:27:09.451544,2022-01-20 20:49:47.759098
187,198,622,2022-05-26 05:13:46.508371,2022-05-31 01:03:49.021935
188,509,906,2017-09-19 13:20:43.664427,2017-09-23 12:39:47.400683
189,293,252,2015-10-23 12:53:51.723112,2015-11-03 19:38:44.811991
190,163,326,2021-02-05 17:22:12.076616,2021-02-18 15:10:55.089785
191,117,123,2019-01-05 23:49:50.201061,2019-01-09 16:26:13.677617
192,788,5,2017-09-09 15:43:02.322627,2017-09-20 09:19:33.074728
193,210,215,2015-02-08 13:48:04.508813,2015-02-21 15:23:06.523902
194,361,343,2023-07-06 18:58:33.987679,2023-07-19 23:26:54.821560
195,184,803,2017-01-08 13:18:30.278387,2017-01-12 11:15:39.982059
196,139,974,2016-12-07 15:33:38.674507,2016-12-21 22:13:38.454694
197,332,298,2021-07-09 10:49:35.318353,2021-07-10 18:06:06.365332
198,800,635,2017-02-28 07:00:27.327902,2017-03-03 13:36:20.560390
199,77,807,2021-08-20 12:27:54.135905,2021-08-29 11:55:35.285892
200,167,380,2019-08-21 09:55:10.334701,2019-08-23 10:25:12.751359
201,107,244,2015-05-13 22:27:53.355530,2015-05-14 00:12:31.394617
202,453,528,2021-12-12 18:30:04.740595,2021-12-15 16:41:34.897084
203,60,896,2022-12-13 07:01:09.149056,2022-12-25 16:48:45.924263
204,966,160,2023-09-10 05:47:42.185022,2023-09-16 12:49:47.608113
205,9,594,2017-05-25 09:31:00.075193,2017-05-29 00:55:19.580182
206,975,814,2021-05-06 02:09:17.342215,2021-05-16 06:49:32.851901
207,625,839,2023-02-19 10:53:42.282807,2023-03-02 10:12:37.359562
208,545,634,2018-11-01 10:49:23.962176,2018-11-05 08:42:34.084886
209,917,190,2018-12-12 10:06:07.357932,2018-12-22 15:50:27.906003
210,949,206,2023-08-24 05:33:43.448402,2023-09-02 21:05:02.957231
211,401,482,2018-12-04 03:45:23.959359,2018-12-13 04:34:51.978359
212,129,742,2018-02-17 15:48:06.443294,2018-02-23 14:19:45.123874
213,420,791,2016-03-12 20:04:34.731300,2016-03-18 22:52:03.915020
214,374,17,2023-09-20 23:27:17.372495,2023-09-25 19:08:23.351286
215,153,812,2016-03-07 06:42:37.860640,2016-03-12 19:43:53.805554
216,243,582,2019-05-02 03:56:51.329063,2019-05-05 13:37:13.518279
217,335,169,2018-07-10 01:38:31.010584,2018-07-11 03:33:07.900431
218,42,550,2023-06-28 06:48:48.071553,2023-07-11 02:19:54.119953
219,633,801,2016-06-14 13:40:47.773449,2016-06-15 07:39:51.525618
220,489,516,2020-10-21 11:38:30.689213,2020-10-26 10:12:19.439669
221,404,40,2022-10-15 06:52:24.810785,2022-10-21 07:06:36.741743
222,620,201,2018-08-13 22:26:05.287718,2018-08-14 07:43:54.336582
223,309,191,2018-01-10 15:00:14.611806,2018-01-22 16:50:47.203106
224,345,966,2022-03-01 22:52:25.093331,2022-03-07 20:33:48.791251
225,915,293,2018-10-08 08:50:28.107853,2018-10-20 12:01:16.530959
226,777,579,2019-11-06 08:13:44.088618,2019-11-07 10:57:26.706347
227,420,379,2016-09-18 00:06:01.731932,2016-09-29 21:05:52.912576
228,33,441,2019-03-26 05:53:59.942955,2019-03-27 18:53:48.561130
229,165,408,2023-03-02 17:23:37.944920,2023-03-12 02:57:40.353662
230,794,332,2015-05-24 12:30:04.794230,2015-06-01 02:41:06.957679
231,191,92,2021-02-06 07:22:19.084430,2021-02-09 22:01:53.705148
232,199,825,2020-03-27 04:47:34.568022,2020-04-03 12:00:59.866186
233,7,802,2015-11-22 22:52:11.286701,2015-12-04 12:35:39.286839
234,62,444,2020-06-25 07:34:31.845561,2020-06-28 09:26:52.149721
235,31,177,2016-11-03 02:15:27.539126,2016-11-17 15:29:47.030500
236,769,881,2017-02-06 10:34:53.149655,2017-02-12 11:44:59.820248
237,14,107,2021-06-18 18:15:21.616187,2021-06-28 12:19:18.439307
238,302,635,2017-07-06 18:56:19.737013,2017-07-20 21:54:30.621580
239,76,527,2017-03-09 22:32:26.695100,2017-03-15 13:53:00.286525
240,276,213,2023-03-27 07:20:25.508585,2023-04-07 14:36:05.372819
241,105,538,2016-12-13 01:46:25.393438,2016-12-23 06:23:56.086983
242,32,632,2017-07-30 18:57:55.000237,2017-08-10 03:18:30.303555
243,436,551,2016-01-10 08:40:59.338452,2016-01-21 08:37:45.866787
244,728,954,2017-12-28 08:53:32.536534,2018-01-06 02:08:45.549221
245,975,280,2016-05-09 05:02:06.491777,2016-05-15 03:41:44.878255
246,54,595,2020-04-13 10:37:46.946420,2020-04-22 05:35:08.468930
247,838,922,2015-07-04 03:50:24.515948,2015-07-10 19:12:08.964851
248,232,96,2017-10-25 11:31:18.892993,2017-11-01 03:36:23.168454
249,947,537,2022-01-29 03:18:12.012017,2022-02-04 04:32:26.499045
250,226,313,2021-08-16 10:01:45.291635,2021-08-22 17:34:29.662730
251,918,413,2015-04-09 16:31:05.620427,2015-04-11 05:37:05.249510
252,271,896,2020-10-24 06:15:37.273620,2020-11-07 07:57:22.505159
253,504,646,2019-05-29 22:43:23.614305,2019-06-06 07:16:59.221972
254,781,894,2022-08-28 16:38:25.801153,2022-09-05 14:56:42.449682
255,953,405,2020-06-06 03:37:12.392373,2020-06-13 16:16:52.569773
256,519,567,2017-02-18 05:03:20.487376,2017-03-01 10:10:55.020143
257,306,494,2023-02-09 16:07:32.408973,2023-02-14 03:40:46.261281
258,648,308,2017-11-05 16:32:38.731596,2017-11-06 13:03:08.530626
259,128,397,2020-10-11 20:32:08.035423,2020-10-12 04:00:19.299998
260,305,388,2019-12-27 09:06:33.999147,2020-01-08 21:36:18.175320
261,930,726,2023-08-24 17:32:38.176436,2023-08-31 08:00:49.361419
262,587,408,2021-10-31 04:46:42.489578,2021-11-14 00:43:11.742557
263,157,396,2019-12-22 18:06:20.943763,2019-12-31 09:15:48.412411
264,884,159,2015-09-16 04:13:07.340996,2015-09-20 15:18:15.120197
265,317,290,2015-02-27 02:26:05.896422,2015-03-08 19:25:19.898823
266,546,651,2023-08-06 18:33:51.689250,2023-08-08 04:38:14.524203
267,257,28,2023-12-29 04:37:03.817704,2024-01-10 02:55:22.679930
268,317,452,2023-07-24 07:22:30.383980,2023-08-02 21:21:55.314772
269,769,423,2015-02-18 09:27:55.633916,2015-02-27 16:15:12.483481
270,398,704,2018-02-27 22:54:32.136086,2018-03-08 11:47:57.696919
271,401,967,2019-03-15 09:31:42.313245,2019-03-28 09:59:41.927903
272,423,833,2019-01-22 06:12:37.880837,2019-01-25 07:02:13.476040
273,698,485,2015-07-31 04:50:59.465517,2015-08-12 23:38:15.410696
274,432,828,2019-01-05 06:32:48.111234,2019-01-11 08:00:03.322006
275,701,761,2018-08-30 03:38:10.137343,2018-09-05 17:43:24.254602
276,552,794,2023-09-17 15:28:51.105233,2023-09-18 04:29:12.726671
277,24,865,2017-01-12 00:22:06.499980,2017-01-23 04:26:45.389339
278,326,774,2019-08-26 07:24:59.294866,2019-08-29 10:40:19.191755
279,28,948,2017-05-02 23:57:47.301979,2017-05-11 00:48:43.334193
280,990,554,2021-09-04 23:05:20.191754,2021-09-14 16:41:28.638947
281,793,785,2016-02-27 17:57:37.305347,2016-03-12 13:13:15.546666
282,895,414,2021-10-17 05:29:21.232415,2021-10-27 06:44:52.847033
283,589,47,2017-04-12 19:12:58.265098,2017-04-13 10:33:13.456665
284,416,354,2022-04-09 07:18:36.662019,2022-04-14 17:24:45.475314
285,440,539,2015-09-29 09:11:11.546438,2015-10-03 16:51:03.750829
286,423,390,2020-08-26 18:25:28.193680,2020-09-08 12:46:58.665133
287,349,862,2023-04-18 10:20:23.664777,2023-04-24 00:47:09.704321
288,897,303,2015-03-12 12:49:35.541655,2015-03-20 02:27:51.262323
289,181,665,2023-04-28 15:55:42.705191,2023-05-08 17:53:39.795490
290,829,767,2015-04-06 04:04:51.194909,2015-04-12 20:45:21.828871
291,704,982,2015-12-15 06:27:00.915303,2015-12-21 09:43:33.191238
292,222,183,2023-07-29 12:01:55.741823,2023-07-30 07:17:45.664761
293,418,323,2016-09-11 13:57:15.577703,2016-09-16 17:39:42.891412
294,212,634,2018-10-07 20:06:35.942011,2018-10-19 15:00:07.091229
295,396,931,2022-10-27 09:09:53.842213,2022-11-01 14:46:04.279560
296,993,135,2019-05-12 01:47:30.069808,2019-05-17 10:05:23.818779
297,160,26,2018-12-03 13:27:01.280627,2018-12-15 23:10:41.699893
298,838,848,2015-01-20 17:51:07.331167,2015-02-01 06:14:42.761126
299,150,112,2020-09-02 09:07:04.490972,2020-09-07 13:56:11.108425
300,233,982,2016-11-15 13:46:28.582343,2016-11-21 15:03:59.742090
301,584,261,2019-01-23 10:22:31.798770,2019-01-29 18:03:06.293163
302,691,755,2016-05-10 14:09:10.108169,2016-05-18 09:03:47.181929
303,774,230,2020-10-24 10:36:50.635932,2020-11-01 19:19:57.034859
304,956,425,2019-11-10 16:04:43.485496,2019-11-11 15:18:36.314915
305,347,176,2019-12-03 04:38:18.602755,2019-12-14 12:32:53.564931
306,650,842,2016-02-26 13:18:07.843365,2016-02-27 03:31:52.847020
307,395,762,2017-08-29 22:40:13.167717,2017-08-30 00:03:32.090354
308,365,320,2023-05-25 09:24:55.730501,2023-06-03 20:02:02.037398
309,144,229,2018-02-11 17:23:12.974418,2018-02-15 22:10:34.950138
310,787,950,2015-07-26 16:52:06.295845,2015-08-03 22:19:05.690969
311,975,798,2023-11-19 11:47:09.225387,2023-12-03 05:59:22.149404
312,457,873,2019-12-17 01:37:43.003452,2019-12-29 20:38:11.581585
313,93,788,2017-01-20 14:22:30.677247,2017-01-30 20:43:07.316310
314,687,587,2016-01-09 08:11:24.605438,2016-01-14 06:37:47.820780
315,982,474,2021-05-01 05:49:55.914883,2021-05-11 02:26:35.359886
316,45,993,2021-04-05 02:21:19.173158,2021-04-14 03:40:01.508202
317,457,340,2016-02-27 01:03:30.999142,2016-03-08 16:15:05.427389
318,78,807,2016-10-18 10:13:32.142240,2016-10-30 06:57:14.494644
319,832,559,2020-07-23 17:21:03.657183,2020-08-02 15:42:05.860006
320,624,895,2018-07-30 09:03:05.838617,2018-08-12 15:18:52.229334
321,637,800,2021-07-21 01:31:48.848203,2021-08-01 05:10:28.550044
322,756,865,2023-01-08 17:43:34.207763,2023-01-22 03:07:25.678649
323,271,624,2019-03-11 07:14:06.994949,2019-03-21 03:40:39.024945
324,662,558,2018-04-17 05:57:51.485959,2018-04-24 01:57:13.602027
325,331,134,2019-12-10 04:06:04.531247,2019-12-11 08:33:48.648524
326,94,944,2022-09-02 08:19:10.455649,2022-09-09 13:36:11.721975
327,511,102,2017-02-20 01:31:44.800549,2017-03-01 11:31:17.483971
328,279,90,2015-12-28 07:44:09.709098,2016-01-01 00:22:01.841720
329,195,807,2019-11-04 18:02:04.649709,2019-11-17 11:38:08.618509
330,987,511,2015-09-01 15:08:32.034713,2015-09-03 21:30:52.262416
331,235,362,2019-03-23 09:24:25.056411,2019-04-01 01:34:59.985939
332,770,399,2020-05-25 16:23:42.765306,2020-06-03 04:07:10.485122
333,704,299,2021-07-01 19:52:01.146121,2021-07-15 00:11:43.792326
334,240,594,2022-09-13 12:57:31.478454,2022-09-26 03:09:29.469290
335,781,89,2019-07-19 06:25:59.027258,2019-07-24 06:06:42.939676
336,668,907,2016-08-16 00:50:13.783796,2016-08-18 03:13:15.564458
337,516,752,2019-07-30 05:30:36.176166,2019-08-02 13:01:42.232923
338,494,336,2021-05-01 07:52:04.484735,2021-05-04 17:02:27.733179
339,645,756,2023-03-10 22:27:36.406200,2023-03-20 11:36:54.701654
340,135,251,2016-03-13 16:29:03.466493,2016-03-24 11:12:31.798534
341,169,156,2020-10-29 19:18:51.977977,2020-11-10 09:16:49.398354
342,593,428,2015-01-07 00:58:21.167974,2015-01-19 04:45:37.148659
343,926,861,2021-11-12 05:06:41.311722,2021-11-24 22:33:34.417824
344,12,894,2021-05-24 17:08:29.951046,2021-05-29 18:57:38.131551
345,53,913,2015-02-15 17:40:26.697203,2015-03-01 21:12:56.213719
346,250,827,2015-06-11 07:05:24.770402,2015-06-21 20:38:01.326265
347,998,43,2022-02-12 11:42:39.073096,2022-02-15 05:43:41.159088
348,138,634,2015-01-20 08:53:50.426985,2015-01-21 19:30:09.605175
349,874,798,2022-05-21 16:08:20.481254,2022-05-30 01:41:44.482978
350,918,680,2016-12-21 13:38:13.037594,2016-12-22 06:18:06.577821
351,201,931,2019-06-10 08:13:23.317017,2019-06-24 09:34:30.618335
352,188,27,2020-12-01 13:18:02.080758,2020-12-09 05:59:35.063108
353,574,669,2021-09-07 02:45:50.797673,2021-09-17 03:02:28.308112
354,118,119,2023-11-10 23:10:51.514031,2023-11-11 18:23:08.672546
355,491,171,2015-03-09 13:27:50.675744,2015-03-19 18:12:26.362437
356,321,445,2022-11-04 12:47:51.285838,2022-11-17 22:41:39.699734
357,78,25,2016-12-24 00:47:13.746805,2017-01-05 20:46:58.348400
358,639,868,2017-04-20 04:03:54.813965,2017-04-21 10:39:28.028295
359,449,958,2016-01-15 00:35:37.003227,2016-01-27 20:17:56.170719
360,815,509,2016-10-06 16:15:00.083745,2016-10-20 07:42:24.380896
361,953,694,2015-03-22 12:25:55.589183,2015-03-24 03:23:14.424030
362,323,209,2021-09-26 13:54:33.960665,2021-10-09 04:04:39.107577
363,307,575,2019-12-20 14:38:54.942112,2019-12-28 00:00:59.507209
364,482,457,2017-08-20 10:54:28.898935,2017-09-03 15:42:42.000842
365,926,701,2016-06-24 01:58:08.432203,2016-06-28 11:21:12.417519
366,785,784,2021-10-23 13:48:15.217294,2021-10-27 19:43:54.649929
367,331,283,2015-10-24 12:44:11.743741,2015-11-02 00:41:22.326166
